idx,latitude,longitude,label,l1,l2,l3,l4,code1,class,cropland,orchard,soilcover,tree,grass,shrub,other,photo,photo1,photo2,use,desc
1,36.68998198,10.22700276,Irrigated-SC-barley-LS,cropland,irrigated,Barley/Wheat,Barley,1,1,80,9,5,1.5,1,1,2.5,1)Irrigated-SC-barley-LS,,,0,2016 Tunisia Ground Data
2,36.92168439,10.10365347,Rainfed-SC-wheat-MS,cropland,Rainfed,Barley/Wheat,Wheat,1,1,75,7,6,3,2,2,5,2)Rainfed-SC-wheat-MS,2)Rainfed-SC-wheat-MS_1,2)Rainfed-SC-wheat-MS_2,0,
3,36.94450166,10.08736787,Rainfed-SC-wheat/forage-VLS,cropland,Rainfed,Barley/Wheat,Wheat,1,1,85,,,2.5,1.5,2,9,3)Rainfed-SC-wheat/forage-VLS,3)Rainfed-SC-wheat/forage-VLS_1,3)Rainfed-SC-wheat/forage-VLS_2,0,
7,37.18645384,9.957090412,Rainfed-SC-wheat-VLS,cropland,Rainfed,Barley/Wheat,Wheat,1,1,88,3,2.5,1,0,1.5,4,7)Rainfed-SC-wheat-VLS,7)Rainfed-SC-wheat-VLS_1,,0,
8,37.13111111,9.816388889,Rainfed-SC-Wheat/grass-LS,cropland,Rainfed,Barley/Wheat,Wheat,1,1,96,,,1,0,0,3,8)Rainfed-SC-Wheat/grass-LS,,,0,
16,36.87186145,9.405163755,Rainfed-SC-wheat-LS,cropland,Rainfed,Barley/Wheat,Wheat,1,1,98,,,0,0.5,0,1.5,16)Rainfed-SC-wheat-LS,,,0,
17,36.81917943,9.363597998,Rainfed-SC-wheat-LS,cropland,Rainfed,Barley/Wheat,Wheat,1,1,98,,,0.5,0.5,0,1,17)Rainfed-SC-wheat-LS,17)Rainfed-SC-wheat-LS,,0,
18,36.82815346,9.313483154,Rainfed-SC-wheat-LS,cropland,Rainfed,Barley/Wheat,Wheat,1,1,92,,,0,2,5,1,18)Rainfed-SC-wheat-LS,18)Rainfed-SC-wheat-LS,,0,
20,36.84777778,9.250555556,Rainfed-SC-wheat-LS,cropland,Rainfed,Barley/Wheat,Wheat,1,1,98,,,0.5,0.5,0.5,0.5,20)Rainfed-SC-wheat-LS,20)Rainfed-SC-wheat-LS,,0,
22,36.71192407,9.176459746,Rainfed-SC-wheat-LS,cropland,Rainfed,Barley/Wheat,Wheat,1,1,91,3,1.5,0.5,0.5,1,2.5,22)Rainfed-SC-wheat-LS,22)Rainfed-SC-wheat-LS,,0,
23,36.63788128,9.124694194,Rainfed-SC-wheat/barley/fodder-LS,cropland,Rainfed,Barley/Wheat,Wheat,1,1,90,,,0.5,0.5,7,2,23)Rainfed-SC-wheat/barley/fodder-LS,23)Rainfed-SC-wheat/barley/fodder-LS,,0,
25,36.63194444,8.916666667,Rainfed-SC-wheat-VLS,cropland,Rainfed,Barley/Wheat,Wheat,1,1,83,9,4.5,1.5,0,0.5,1.5,25)Rainfed-SC-wheat-VLS,,,0,
28,36.67916198,8.706139491,Rainfed-SC-wheat-LS,cropland,Rainfed,Barley/Wheat,Wheat,1,1,91,2,1.5,1,0.5,1,1,28)Rainfed-SC-wheat-LS,,,0,
29,36.59833333,8.6875,Rainfed-SC-wheat/fababean-LS,cropland,Rainfed,Barley/Wheat,Wheat,1,1,99,,,0,0,0,1,29)Rainfed-SC-wheat/fababean-LS,29)Rainfed-SC-wheatfababean-LS_1,29)Rainfed-SC-wheatfababean-LS_2,0,
31,36.54583333,8.661111111,Rainfed-SC-wheat-VLS,cropland,Rainfed,Barley/Wheat,Wheat,1,1,99,,,0.5,0,0,0.5,31)Rainfed-SC-wheat-VLS,,,0,
33,36.5062726,8.580003084,Rainfed-SC-wheat/oats-VLS,cropland,Rainfed,Barley/Wheat,Wheat,1,1,90,3,2.5,0.5,0,0.5,3.5,33)Rainfed-SC-wheat/oats-VLS,,,0,
34,36.45562346,8.621343514,Rainfed-SC-wheat/fababean-LS,cropland,Rainfed,Barley/Wheat,Wheat,1,1,99,,,0.5,0,0,0.5,34)Rainfed-SC-wheat/fababean-LS,,,0,
35,36.45453334,8.680888797,Rainfed-SC-wheat/fababean-LS,cropland,Rainfed,Barley/Wheat,Wheat,1,1,95,,,0.5,0.5,3,0.5,35)Rainfed-SC-wheat/fababean-LS,35)Rainfed-SC-wheat/fababean-LS_1,,0,
36,36.51044777,8.808078163,Rainfed-SC-wheat-VLS,cropland,Rainfed,Barley/Wheat,Wheat,1,1,92,3,1.5,0.5,0,0.5,2.5,36)Rainfed-SC-wheat-VLS,,,0,
37,36.58087065,8.929778577,Irrigated-SC-wheat-VLS,cropland,irrigated,Barley/Wheat,Wheat,1,1,99,,,0.5,0,0,0.5,37)Irrigated-SC-wheat-VLS,,,0,
38,36.62497569,8.998080945,Irrigated-SC-wheat-VLS,cropland,irrigated,Barley/Wheat,Wheat,1,1,99,,,1,0,0,0,38)Irrigated-SC-wheat-VLS,,,0,
39,36.73527778,9.215,Rainfed-SC-wheat/fababean-LS,cropland,Rainfed,Barley/Wheat,Wheat,1,1,95,,,1,1,1,2,39)Rainfed-SC-wheat/fababean-LS,,,0,
40,36.70777778,9.295277778,Irrigated-SC-wheat-VLS,cropland,irrigated,Barley/Wheat,Wheat,1,1,97,,,0.5,0,0,2.5,40)Irrigated-SC-wheat-VLS,,,0,
43,36.62385013,9.657314878,Rainfed-SC-barley-LS,cropland,Rainfed,Barley/Wheat,Barley,1,1,99,,,0,0,0,1,43)Rainfed-SC-barley-LS,,,0,
45,36.71283929,9.978628728,Rainfed-SC-barley-LS,cropland,Rainfed,Barley/Wheat,Barley,1,1,97,,,0.5,0,0,2.5,45)Rainfed-SC-barley-LS,,,0,
46,36.76791578,10.02538416,Rainfed-SC-barley-VLS,cropland,Rainfed,Barley/Wheat,Barley,1,1,93,3,1,0.5,0,0.5,2,46)Rainfed-SC-barley-VLS,,,0,
49,36.6550392,9.77163645,Rainfed-SC-wheat-VLS,cropland,Rainfed,Barley/Wheat,Wheat,1,1,93,,,0,0,6,1,49)Rainfed-SC-wheat-VLS,,,0,
53,36.51972883,9.353589304,Rainfed-SC-wheat-VLS,cropland,Rainfed,Barley/Wheat,Wheat,1,1,92,4,2.5,0,0,0.5,1,53)Rainfed-SC-wheat-VLS,,,0,
55,36.46498691,9.277403504,Rainfed-SC-wheat-VLS,cropland,Rainfed,Barley/Wheat,Wheat,1,1,98,,,0,0,0,2,55)Rainfed-SC-wheat-VLS,,,0,
56,36.44217896,9.251039341,Rainfed-SC-wheat-VLS,cropland,Rainfed,Barley/Wheat,Wheat,1,1,70,15,10,0.5,0.5,,4,56)Rainfed-SC-wheat-VLS,,,0,
57,36.42416667,9.235555556,Rainfed-SC-barley-LS,cropland,Rainfed,Barley/Wheat,Barley,1,1,60,25,15,0,0,,0,57)Rainfed-SC-barley-LS,,,0,
60,36.27687892,8.96119722,Rainfed-SC-wheat/barley/fodder-LS,cropland,Rainfed,Barley/Wheat,Wheat,1,1,100,,,0,0,0,0,60)Rainfed-SC-wheat/barley/fodder-LS,,,0,
62,36.17769487,8.810354442,Rainfed-SC-wheat/oats-VLS,cropland,Rainfed,Barley/Wheat,Wheat,1,1,100,,,0,0,0,0,62)Rainfed-SC-wheat/oats-VLS,,,1,
63,36.12121913,8.664743576,Rainfed-SC-wheat-VLS,cropland,Rainfed,Barley/Wheat,Wheat,1,1,100,,,0,0,0,0,63)Rainfed-SC-wheat-VLS,,,0,
66,35.84513227,8.554146737,Rainfed-SC-barley-LS,cropland,Rainfed,Barley/Wheat,Barley,1,1,99,,,0,0,0,1,66)Rainfed-SC-barley-LS,,,0,
67,35.85218605,8.661117118,Rainfed-SC-wheat-VLS,cropland,Rainfed,Barley/Wheat,Wheat,1,1,98,,,0,0,0,2,67)Rainfed-SC-wheat-VLS,,,0,
68,35.91506115,8.792860352,Rainfed-SC-barley-LS,cropland,Rainfed,Barley/Wheat,Barley,1,1,83,3,2.5,0,1,8.5,2,68)Rainfed-SC-barley-LS,,,0,
69,35.95663567,8.876084742,Rainfed-SC-barley-LS,cropland,Rainfed,Barley/Wheat,Barley,1,1,99,,,0,0,0,1,69)Rainfed-SC-barley-LS,,,0,
70,36.02904015,8.913881387,Rainfed-SC-barley-LS,cropland,Rainfed,Barley/Wheat,Barley,1,1,70,,,0,0,28,2,70)Rainfed-SC-barley-LS,,,0,
71,36.067592,8.943939095,Rainfed-SC-wheat-VLS,cropland,Rainfed,Barley/Wheat,Wheat,1,1,96,,,2,0.5,0.5,1,71)Rainfed-SC-wheat-VLS,,,0,
72,36.05489954,9.043092901,Rainfed-SC-barley-LS,cropland,Rainfed,Barley/Wheat,Barley,1,1,95,,,1,0.5,0.5,3,72)Rainfed-SC-barley-LS,,,0,
73,36.00595586,9.16013665,Rainfed-SC-barley-MS,cropland,Rainfed,Barley/Wheat,Barley,1,1,98,,,0,0,0,2,73)Rainfed-SC-barley-MS,,,0,
74,36.03773467,9.295468727,Rainfed-SC-wheat-MS,cropland,Rainfed,Barley/Wheat,Wheat,1,1,90,,,0,0,10,0,74)Rainfed-SC-wheat-MS,,,0,
75,36.08309067,9.380987449,Rainfed-SC-wheat-VLS,cropland,Rainfed,Barley/Wheat,Wheat,1,1,100,,,0,0,0,0,75)Rainfed-SC-wheat-VLS,,,0,
78,36.08509498,9.518071415,Rainfed-SC-wheat-VLS,cropland,Rainfed,Barley/Wheat,Wheat,1,1,96,,,0.5,0.5,1,2,78)Rainfed-SC-wheat-VLS,,,0,
81,36.20508333,9.575805556,Rainfed-SC-barley-LS,cropland,Rainfed,Barley/Wheat,Barley,1,1,85,4,3.5,2.5,1,3.5,0.5,81)Rainfed-SC-barley-LS,,,0,
82,36.22471053,9.603564028,Rainfed-SC-wheat-VLS,cropland,Rainfed,Barley/Wheat,Wheat,1,1,95,2,1,0.5,0.5,,1,82)Rainfed-SC-wheat-VLS,,,0,
84,36.32688706,9.617419297,Rainfed-SC-wheat-VLS,cropland,Rainfed,Barley/Wheat,Wheat,1,1,85,3,2.5,1,0.5,7.5,0.5,84)Rainfed-SC-wheat-VLS,,,0,
85,36.35925979,9.642127564,Rainfed-SC-wheat-VLS,cropland,Rainfed,Barley/Wheat,Wheat,1,1,100,,,0,0,0,0,85)Rainfed-SC-wheat-VLS,,,0,
86,36.4395188,9.660269482,Rainfed-SC-wheat-VLS,cropland,Rainfed,Barley/Wheat,Wheat,1,1,98,,,0.5,0,0,1.5,86)Rainfed-SC-wheat-VLS,,,0,
87,36.50412143,9.662220746,Rainfed-SC-wheat-VLS,cropland,Rainfed,Barley/Wheat,Wheat,1,1,100,,,0,0,0,0,87)Rainfed-SC-wheat-VLS,,,0,
88,36.56970474,9.662919118,Rainfed-SC-wheat-VLS,cropland,Rainfed,Barley/Wheat,Wheat,1,1,84,10,5,0,0,0,1,88)Rainfed-SC-wheat-VLS,,,0,
92,36.6157036,10.41175287,Rainfed-SC-wheat-MS,cropland,Rainfed,Barley/Wheat,Wheat,1,1,90,,,2,0.5,4,3.5,92)Rainfed-SC-wheat-MS,,,0,
94,36.58250743,10.51270994,Rainfed-SC-wheat-MS,cropland,Rainfed,Barley/Wheat,Wheat,1,1,83,10,5,1,0,0,1,94)Rainfed-SC-wheat-MS,,,0,
101,36.09284117,10.35855495,Rainfed-SC-wheat-MS,cropland,Rainfed,Barley/Wheat,Wheat,1,1,98,,,0.5,0,0,1.5,101)Rainfed-SC-wheat-MS,101)Rainfed-SC-wheat-MS,101)Rainfed-SC-wheat-MS,0,
104,35.92753425,10.28807057,Irrigated-SC-wheat-LS,cropland,irrigated,Barley/Wheat,Wheat,1,1,100,,,0,0,0,0,104)Irrigated-SC-wheat-LS,,,0,
109,35.68620748,10.05916673,Irrigated-SW-wheat-LS,cropland,irrigated,Barley/Wheat,Wheat,1,1,99,,,0,0,0,1,109)Irrigated-SW-wheat-LS,,,0,
110,35.70205201,10.03016421,Irrigated-SW-barley/wheat-LS,cropland,irrigated,Barley/Wheat,Barley,1,1,40,30,25,0,0,,5,110)Irrigated-SW-barley/wheat-LS,,,0,
111,35.75311871,9.989691893,Irrigated-SW-barley/wheat-LS,cropland,irrigated,Barley/Wheat,Barley,1,1,78,10,8,0.5,0.5,,3,111)Irrigated-SW-barley/wheat-LS,,,0,
115,36.03611111,10.06861111,Irrigated-SW-wheat-LS,cropland,irrigated,Barley/Wheat,Wheat,1,1,100,,,0,0,0,0,115)Irrigated-SW-wheat-LS,,,0,
119,36.21705447,10.02180472,Rainfed-SC-wheat-MS,cropland,Rainfed,Barley/Wheat,Wheat,1,1,94,1,0.5,0,0,2.5,1.5,119)Rainfed-SC-wheat-MS,,,0,
120,36.2653831,10.03966606,Rainfed-SC-wheat-VLS,cropland,Rainfed,Barley/Wheat,Wheat,1,1,99,,,0,0,0,1,120)Rainfed-SC-wheat-VLS,,,0,
121,36.25815733,10.06801152,Rainfed-SC-wheat-VLS,cropland,Rainfed,Barley/Wheat,Wheat,1,1,100,,,0,0,0,0,121)Rainfed-SC-wheat-VLS,,,0,
128,36.69284517,10.43744892,Rainfed-SC-wheat-VLS,cropland,Rainfed,Barley/Wheat,Wheat,1,1,96,,,0,0,2,2,128)Rainfed-SC-wheat-VLS,,,0,
130,36.68906841,10.49562284,Rainfed-SC-wheat/oats-LS,cropland,Rainfed,Barley/Wheat,Wheat,1,1,95,,,0.5,0.5,1,3,130)Rainfed-SC-wheat/oats-LS,130)Rainfed-SC-wheat/oats-LS,,0,
132,36.74333333,10.54611111,Rainfed-SC-wheat-LS,cropland,Rainfed,Barley/Wheat,Wheat,1,1,90,5,3,0,0,,2,132)Rainfed-SC-wheat-LS,,,0,
134,36.76477469,10.60376118,Rainfed-SC-wheat/barley-LS,cropland,Rainfed,Barley/Wheat,Wheat,1,1,94,3,2,0,0,,1,134)Rainfed-SC-wheat/barley-LS,134)Rainfed-SC-wheat/barley-LS_1,,0,
141,36.89673606,10.84380656,Rainfed-SC-wheat/fodder-LS,cropland,Rainfed,Barley/Wheat,Wheat,1,1,95,2,1,0,0,0,2,141)Rainfed-SC-wheat/fodder-LS_1,141)Rainfed-SC-wheat/fodder-LS_2,,0,
143,36.94270065,10.8989394,Rainfed-SC-wheat/fodder-MS,cropland,Rainfed,Barley/Wheat,Wheat,1,1,50,,,0,0,50,0,143)Rainfed-SC-wheat/fodder-MS,,,0,
145,37.02567954,10.96546788,Rainfed-SC-barley-LS,cropland,Rainfed,Barley/Wheat,Barley,1,1,96,2,1,0.5,0,0,0.5,145)Rainfed-SC-barley-LS,,,0,
146,37.019298,11.00206916,Irrigated-GW-DC-barley-vegetables-LS,cropland,irrigated,Barley/Wheat,Barley,1,1,98,,,1,0,0,1,146)Irrigated-GW-DC-barley-vegetables-LS,146)Irrigated-GW-DC-barley-vegetables-LS_1,,0,
150,36.7888223,11.00735642,Rainfed-SC-wheat-LS,cropland,Rainfed,Barley/Wheat,Wheat,1,1,98,,,0.5,0,0.5,1,150)Rainfed-SC-wheat-LS,150)Rainfed-SC-wheat-LS_1,,0,
151,36.6468146,10.12948567,Rainfed-barley-SC-LS,cropland,Rainfed,Barley/Wheat,Barley,1,1,93,,,0.5,0.5,5,1,151)Rainfed-barley-SC-LS,,,0,
153,36.6107729,10.12475035,Rainfed-wheat-SC-LS,cropland,Rainfed,Barley/Wheat,Wheat,1,1,98,,,0,0,0,2,153)Rainfed-wheat-SC-LS,,,0,
156,36.51499149,9.967595638,Irrigated-wheat (tendre)-SC-LS,cropland,irrigated,Barley/Wheat,Wheat,1,1,100,,,0,0,0,0,156)Irrigated-wheat (bl? tendre)-SC-LS,,,0,
158,36.41498248,9.923051501,Rainfed-wheat-SC-LS,cropland,Rainfed,Barley/Wheat,Wheat,1,1,98,,,0,0,1.5,0,158)Rainfed-wheat-SC-LS,,,0,
163,36.2051262,9.728279503,Rainfed-wheat-SC-LS,cropland,Rainfed,Barley/Wheat,Wheat,1,1,98,,,0,0,0,2,163)Rainfed-wheat-SC-LS,,,0,
164,36.18188762,9.663514577,Rainfed-wheat (tendre)-SC-MS,cropland,Rainfed,Barley/Wheat,Wheat,1,1,94,,,0.5,0.5,4.5,0.5,164)Rainfed-wheat (bl? tendre)-SC-MS,,,0,
165,36.14547715,9.628045294,Rainfed-barley-SC-LS,cropland,Rainfed,Barley/Wheat,Barley,1,1,100,,,0,0,0,0,165)Rainfed-barley-SC-LS,,,0,
166,36.08944303,9.544381705,Rainfed-barley-SC-LS,cropland,Rainfed,Barley/Wheat,Barley,1,1,100,,,0,0,0,0,166)Rainfed-barley-SC-LS,,,0,
167,36.08169247,9.381955101,Rainfed-wheat-SC-LS,cropland,Rainfed,Barley/Wheat,Wheat,1,1,100,,,0,0,0,0,167)Rainfed-wheat-SC-LS,,,0,
169,36.004015,9.276187033,Rainfed-wheat-SC-LS,cropland,Rainfed,Barley/Wheat,Wheat,1,1,48,28,20,0.5,0.5,2,1,169)Rainfed-wheat-SC-LS,,,0,
172,35.85608244,9.14994386,Rainfed-wheat-SC-MS,cropland,Rainfed,Barley/Wheat,Wheat,1,1,92,,,0,0,7,1,172)Rainfed-wheat-SC-MS,,,0,
173,35.78806913,9.039664105,Rainfed-wheat-SC-MS,cropland,Rainfed,Barley/Wheat,Wheat,1,1,90,5,3,0,0,0,2,173)Rainfed-wheat-SC-MS,,,0,
223,35.69037054,10.35796435,Rainfed-Wheat-SC-MS,cropland,Rainfed,Barley/Wheat,Wheat,1,1,100,,,0,0,0,0,223)Rainfed-Wheat-SC-MS,,,0,
224,35.68241455,10.29656461,Rainfed-Wheat-SC-SS,cropland,Rainfed,Barley/Wheat,Wheat,1,1,99,,,0.5,0,0,0.5,224)Rainfed-Wheat-SC-SS,,,0,
226,35.63798303,10.07578293,Irrigated-Wheat-SC-LS,cropland,irrigated,Barley/Wheat,Wheat,1,1,100,,,0,0,0,0,226)Irrigated-Wheat-SC-LS,,,0,
227,35.57594435,10.04217324,Irrigated-Wheat-SC-LS,cropland,irrigated,Barley/Wheat,Wheat,1,1,97,,,0.5,0.5,1,1,227)Irrigated-Wheat-SC-LS,,,0,
228,35.57106287,10.03747906,Irrigated-Wheat/orchards (Olive)-DC-MS,cropland,irrigated,Barley/Wheat,Wheat,1,1,90,4,2,1,0.5,0,2.5,228)Irrigated-orchards (Olive)/Wheat-DC-MS,,,0,
229,35.5605039,10.03890771,Irrigated-Barley/orchards (Olive)-DC-SS,cropland,irrigated,Barley/Wheat,Barley,1,1,80,15,5,0,0,0,0,229)Irrigated-orchards (Olive)/Barely-DC-SS,,,0,
240,35.06479284,9.447803728,Irrigated-Wheat-SC-SS,cropland,irrigated,Barley/Wheat,Wheat,1,1,76,15,5,0,0,0,4,240)Irrigated-Wheat-SC-SS,,,0,
256,35.7020906,9.257675389,Rainfed -Wheat -SC-SS,cropland,Rainfed,Barley/Wheat,Wheat,1,1,90,,,0,0,10,0,256)Rainfed -Wheat -SC-SS,,,0,
257,35.76339346,9.240837357,Rainfed Wheat- LS,cropland,Rainfed,Barley/Wheat,Wheat,1,1,0,,,0,0,100,0,257)Rainfed Wheat - LS,,,0,
258,35.79691864,9.212302977,Rainfed - Barley -SC-SS,cropland,Rainfed,Barley/Wheat,Barley,1,1,100,,,0,0,0,0,258)Rainfed - Barley -SC-SS,,,0,
260,35.78617229,9.496592661,Rainfed - Barley -SC-SS,cropland,Rainfed,Barley/Wheat,Barley,1,1,80,10,8,0,0,0,2,260)Rainfed - Barley -SC-SS,,,0,
261,35.78392326,9.522801623,Rainfed - Barley -SC-LS,cropland,Rainfed,Barley/Wheat,Barley,1,1,100,,,0,0,0,0,261)Rainfed - Barley -SC-LS,,,0,
262,35.71770079,9.631145282,Rainfed - Barley - SC-MS,cropland,Rainfed,Barley/Wheat,Barley,1,1,10,40,35,0,0,13,2,262)Rainfed - Barley -SC-LS,,,0,
263,35.70120612,9.639029774,Rainfed - Barley -SC-LS,cropland,Rainfed,Barley/Wheat,Barley,1,1,5,45,35,0,0,10,5,263)Rainfed - Barley -SC-LS,,,0,
270,35.65940765,10.05582155,Irrigated-Barley-SC-MS,cropland,irrigated,Barley/Wheat,Barley,1,1,95,,,0,0,0,5,270)Irrigated-Barley-SC-MS,,,0,
272,35.74369915,9.938803148,Irrigated wheat -LS,cropland,irrigated,Barley/Wheat,Wheat,1,1,0,,,0,100,0,0,272)Irrigated Wheat-LS,,,0,
273,35.80238257,9.863619036,Irrigated-Wheat/Barley-SC-SS,cropland,irrigated,Barley/Wheat,Wheat,1,1,50,30,20,0,0,0,0,273)Irrigated-Wheat/Barley-SC-SS,,,0,
278,35.83844618,9.619505724,Rainfed-Barley-SC-LS,cropland,Rainfed,Barley/Wheat,Barley,1,1,80,10,8,0,0,0,2,278)Rainfed-Barley-SC-LS,,,0,
279,35.85080209,9.567784705,Rainfed-Barley-SC-SS,cropland,Rainfed,Barley/Wheat,Barley,1,1,90,5,5,0,0,0,0,279)Rainfed-Barley-SC-SS,,,0,
281,35.95061026,9.482342101,Irrigated-Barley - DC-MS,cropland,irrigated,Barley/Wheat,Barley,1,1,57,30,7,5.5,0,0,0.5,281)Irrigated-Barley - DC-MS,,,0,
282,36.00771766,9.445952394,Rainfed - Wheat/Barley -SC-LS,cropland,Rainfed,Barley/Wheat,Wheat,1,1,,50,50,0,0,0,0,282)Rainfed - Wheat/Barley -SC-LS,,,0,
283,36.01082539,9.431767728,Irrigated-Wheat-SC-MS,cropland,irrigated,Barley/Wheat,Wheat,1,1,100,,,0,0,0,0,283)Irrigated-Wheat-SC-MS,,,0,
286,36.12610933,9.327759582,Rainfed-Wheat-SC-SS,cropland,Rainfed,Barley/Wheat,Wheat,1,1,100,,,0,0,0,0,286)Rainfed-Wheat-SC-SS,,,0,
288,36.21018382,9.289466838,Rainfed - Wheat/Barley-SC-LS,cropland,Rainfed,Barley/Wheat,Wheat,1,1,,50,45,2,0,5,0,288)Rainfed - Wheat/Barley -SC-LS,,,0,
292,36.34249826,9.337849515,Irrigated- Wheat/Barley - SC-LS,cropland,irrigated,Barley/Wheat,Wheat,1,1,25,40,30,0,0,4.5,0.5,292)Irrigated-Wheat/Barley - SC-LS,,,0,
295,36.37187939,9.656444581,Rainfed-Wheat-SC-LS,cropland,Rainfed,Barley/Wheat,Wheat,1,1,100,,,0,0,0,0,295)Rainfed-Orchards Pomogranet-SC-LS,,,0,
296,36.39909482,9.649261176,Rainfed - Wheat/Barley-SC-LS,cropland,Rainfed,Barley/Wheat,Wheat,1,1,10,45,40,0,0,5,0,296)Rainfed -Wheat/Barley -SC-LS,,,0,
301,36.57610019,10.83252806,Irrigated-GW-DC-Wheat-VLS,cropland,irrigated,Barley/Wheat,Wheat,1,1,98,,,0,0,0,2,301)Irrigated-GW-DC-Wheat-VLS,,,0,
